genesymbol,canonical_marker,cell_type,germ_layer,human,human_sensitivity,human_specificity,mouse,mouse_sensitivity,mouse_specificity,ncbi_tax_id,organ,ubiquitiousness
PERP,True,Trophoblast cells,Zygote,True,0.0,0.167607,True,0.0,0.0519731,9606,Embryo,0.077
PERP,True,Basophils,Mesoderm,True,0.0,0.167607,True,0.133333,0.0518947,9606,Immune system,0.077
PERP,True,Ductal cells,Endoderm,True,0.971429,0.158695,True,0.0,0.0519731,9606,Pancreas,0.077
PIGY,True,Basophils,Mesoderm,True,,,False,,,9606,Immune system,0.0
PLEKHG5,True,Basophils,Mesoderm,True,0.0,0.000626566,True,0.0666667,0.00404624,9606,Immune system,0.003
PLG,True,Basophils,Mesoderm,True,0.0,0.000313283,True,0.0,0.0017341,9606,Immune system,0.001
RNF39,True,Basophils,Mesoderm,True,0.0,0.00219298,True,0.0,0.0,9606,Immune system,0.001
SLC26A3,True,Basophils,Mesoderm,True,0.0,0.012218,True,0.0,0.0,9606,Immune system,0.003
SLC26A3,True,Enterocytes,Endoderm,True,1.0,0.0103578,True,0.0,0.0,9606,GI tract,0.003
SLC26A8,True,Basophils,Mesoderm,True,0.0,0.0119048,True,0.0,0.0,9606,Immune system,0.003
SNCAIP,True,Basophils,Mesoderm,True,0.0,0.0056391,True,0.0,0.0,9606,Immune system,0.002
ST6GALNAC5,True,Basophils,Mesoderm,True,0.0,0.00156642,True,0.0,0.0,9606,Immune system,0.007
SUPT3H,True,Basophils,Mesoderm,True,0.0,0.0191103,False,0.0,0.0,9606,Immune system,0.004
TULP3,True,Basophils,Mesoderm,True,0.0,0.0119048,True,0.0,0.0,9606,Immune system,0.007
TEC,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.001
UNC93A,True,Basophils,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Immune system,0.0
WRN,True,Erythroblasts,Mesoderm,True,0.0,0.00595238,True,0.0,0.0,9606,Blood,0.004
WRN,True,Basophils,Mesoderm,True,0.0,0.00595238,True,0.0,0.0,9606,Immune system,0.004
ID1,True,Endothelial cells,Mesoderm,True,0.769231,0.190738,True,0.824219,0.0923939,9606,Vasculature,0.149
ID1,True,Basophils,Mesoderm,True,0.0,0.209586,True,0.266667,0.128324,9606,Immune system,0.149
GRIA4,True,Bergmann glia,Ectoderm,True,0.0,0.00344612,True,1.0,0.016365,9606,Brain,0.014
GRM3,True,Bergmann glia,Ectoderm,True,0.0,0.0037594,True,0.0,0.0019253,9606,Brain,0.002
A2M,True,Bergmann glia,Ectoderm,True,0.0,0.0623434,True,0.333333,0.00160442,9606,Brain,0.012
PTCH1,True,Fibroblasts,Mesoderm,True,0.0540541,0.0178513,True,0.0746606,0.00917916,9606,Connective tissue,0.012
PTCH1,True,Leydig cells,Mesoderm,True,0.0,0.0191223,True,0.181818,0.0109156,9606,Reproductive,0.012
PTCH1,True,Bergmann glia,Ectoderm,True,0.0,0.0191103,True,1.0,0.0108458,9606,Brain,0.012
CDC42EP4,True,Bergmann glia,Ectoderm,True,0.0,0.0184837,True,1.0,0.0304197,9606,Brain,0.027
BTBD17,True,Bergmann glia,Ectoderm,True,0.0,0.00093985,True,1.0,0.0272109,9606,Brain,0.022
HOPX,True,Crypt cells,Endoderm,True,0.0,0.091792,True,0.0,0.022265,9606,GI tract,0.033
HOPX,True,Gamma delta T cells,Mesoderm,True,0.853333,0.0734681,True,0.0,0.0222779,9606,Immune system,0.033
HOPX,True,Bergmann glia,Ectoderm,True,0.0,0.091792,True,1.0,0.0220768,9606,Brain,0.033
HOPX,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.091792,True,1.0,0.0201273,9606,Lungs,0.033
HOPX,True,Neural stem/precursor cells,Ectoderm,True,0.0,0.091792,True,0.0,0.0223036,9606,Brain,0.033
HOPX,True,NK cells,Mesoderm,True,0.513514,0.0817832,True,0.0,0.0224001,9606,Immune system,0.033
HOPX,True,Mesangial cells,Mesoderm,True,1.0,0.0912226,True,0.0,0.022265,9606,Kidney,0.033
HOPX,True,Beta cells,Endoderm,True,0.863636,0.0864353,True,0.333333,0.0214244,9606,Pancreas,0.033
TTC21B,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.001
HEPACAM,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.666667,0.0412656,9606,Brain,0.033
HEPACAM,True,Oligodendrocytes,Ectoderm,True,0.0,0.0,True,0.365952,0.0250691,9606,Brain,0.033
ZEB2,True,Fibroblasts,Mesoderm,True,0.126126,0.083739,True,0.0,0.0,9606,Connective tissue,0.144
ZEB2,True,Bergmann glia,Ectoderm,True,0.0,0.085213,True,0.0,0.0,9606,Brain,0.144
UFL1,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.0,9606,Brain,0.003
NRXN3,True,Bergmann glia,Ectoderm,True,0.0,0.00783208,True,0.0,0.115454,9606,Brain,0.093
ATP7A,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.0019253,9606,Brain,0.001
BICD2,True,Bergmann glia,Ectoderm,True,0.0,0.00877193,True,0.0,0.0155307,9606,Brain,0.014
P2RX7,True,T follicular helper cells,Mesoderm,True,0.0,0.00877193,True,0.0,0.00346487,9606,Immune system,0.004
P2RX7,True,Satellite glial cells,Ectoderm,True,0.0,0.00877193,True,0.0,0.00346487,9606,Brain,0.004
P2RX7,True,Pulmonary alveolar type I cells,Endoderm,True,0.0,0.00877193,True,0.0,0.00347245,9606,Lungs,0.004
P2RX7,True,Bergmann glia,Ectoderm,True,0.0,0.00877193,True,0.0,0.00346554,9606,Brain,0.004
P2RX7,True,Microglia,Ectoderm,True,0.0,0.00877193,True,0.0159091,0.00310333,9606,Brain,0.004
GRIA1,True,Bergmann glia,Ectoderm,True,0.0,0.00156642,True,1.0,0.0694391,9606,Brain,0.056
GRIN2B,True,Bergmann glia,Ectoderm,True,0.0,0.00501253,True,0.0,0.0946605,9606,Brain,0.076
GRIN3A,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.00782955,9606,Brain,0.006
SEPTIN4,True,Bergmann glia,Ectoderm,True,0.0,0.0169173,True,0.0,0.0,9606,Brain,0.081
DAO,True,Bergmann glia,Ectoderm,True,0.0,0.0,True,0.0,0.00128353,9606,Brain,0.001
ITGB1,True,Bergmann glia,Ectoderm,True,0.0,0.168546,True,0.0,0.302079,9606,Brain,0.276
ITGB1,True,Erythroblasts,Mesoderm,True,0.0,0.168546,True,0.0,0.302021,9606,Blood,0.276
ITGB1,True,Osteoclasts,Mesoderm,True,0.0,0.168546,True,1.0,0.301932,9606,Bone,0.276
ITGB1,True,Embryonic stem cells,Epiblast,True,0.0,0.168546,True,0.818182,0.301657,9606,Zygote,0.276
KIFBP,True,Bergmann glia,Ectoderm,True,0.0,0.00657895,True,0.0,0.027981,9606,Brain,0.023
GCGR,True,Beta cells,Endoderm,True,0.0,0.0,True,0.0,0.000836389,9606,Pancreas,0.001
JPH3,True,Beta cells,Endoderm,True,0.0,0.000315457,True,0.0,0.030303,9606,Pancreas,0.024
HAMP,True,Hepatocytes,Endoderm,True,0.189189,0.00190174,True,0.825,0.000192988,9606,Liver,0.002
HAMP,True,Cardiomyocytes,Mesoderm,True,0.0,0.00407268,True,0.0,0.00231884,9606,Heart,0.002
HAMP,True,Beta cells,Endoderm,True,0.0,0.00410095,True,0.0,0.00231616,9606,Pancreas,0.002
EZH1,True,Beta cells,Endoderm,True,0.0,0.000946372,True,0.0,0.00238049,9606,Pancreas,0.002
NTRK1,True,Beta cells,Endoderm,True,0.0,0.0,True,0.0,0.00476099,9606,Pancreas,0.004
NTRK1,True,Chromaffin cells,Mesoderm,True,0.0,0.0,True,0.0,0.00474816,9606,Adrenal glands,0.004
NTRK1,True,Immature neurons,Ectoderm,True,0.0,0.0,True,0.0,0.00474846,9606,Brain,0.004
PDX1,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.00595238,True,0.0,0.00474816,9606,Pancreas,0.005
PDX1,True,Beta cells,Endoderm,True,0.681818,0.00126183,True,0.690476,0.00289519,9606,Pancreas,0.005
PDX1,True,Delta cells,Endoderm,True,0.125,0.00565327,True,0.7,0.00430177,9606,Pancreas,0.005
PDX1,True,Ductal cells,Endoderm,True,0.0,0.00601837,True,0.0,0.00474816,9606,Pancreas,0.005
SLC2A2,True,Beta cells,Endoderm,True,0.0,0.00189274,True,0.0,0.0,9606,Pancreas,0.007
SLC2A2,True,Hepatocytes,Endoderm,True,0.135135,0.000316957,True,0.0,0.0,9606,Liver,0.007
SLC2A2,True,Enterocytes,Endoderm,True,0.0,0.00188324,True,0.0,0.0,9606,GI tract,0.007
NKX6-2,True,Oligodendrocyte progenitor cells,Ectoderm,True,0.0,0.000627943,True,0.0,0.0306381,9606,Brain,0.024
NKX6-2,True,Beta cells,Endoderm,True,0.0,0.000630915,True,0.0,0.030303,9606,Pancreas,0.024
NKX6-2,True,Oligodendrocytes,Ectoderm,True,0.0,0.000632111,True,0.587131,0.00222387,9606,Brain,0.024
FXYD2,True,Intercalated cells,Mesoderm,True,0.0,0.00438596,True,1.0,0.0294854,9606,Kidney,0.025
FXYD2,True,Gamma (PP) cells,Endoderm,True,0.285714,0.00376766,True,0.0,0.0306064,9606,Pancreas,0.025
FXYD2,True,Delta cells,Endoderm,True,0.0,0.00439698,True,0.0,0.030626,9606,Pancreas,0.025
FXYD2,True,Cholangiocytes,Endoderm,True,0.0,0.0044915,True,0.0,0.0306103,9606,Liver,0.025
FXYD2,True,Beta cells,Endoderm,True,0.363636,0.00189274,True,0.0,0.0306891,9606,Pancreas,0.025
NPY,True,Interneurons,Ectoderm,True,0.0,0.0056391,True,0.0481283,0.0166905,9606,Brain,0.015
NPY,True,Chromaffin cells,Mesoderm,True,0.0,0.0056391,True,0.0,0.0170677,9606,Adrenal glands,0.015
NPY,True,Neurons,Ectoderm,True,0.0,0.00565504,True,0.126526,0.0103514,9606,Brain,0.015
NPY,True,Neuroendocrine cells,Ectoderm,True,0.0,0.0056391,True,0.206897,0.0163586,9606,Brain,0.015
INS,True,Beta cells,Endoderm,True,1.0,0.0470032,False,0.0,0.0,9606,Pancreas,0.009
RIMS1,True,Beta cells,Endoderm,True,0.0,0.00126183,True,0.0,0.0,9606,Pancreas,0.01
MAFA,True,Beta cells,Endoderm,True,0.5,0.000315457,True,0.666667,0.000193013,9606,Pancreas,0.002
EFNA5,True,Beta cells,Endoderm,True,0.0,0.0249211,True,0.0238095,0.0299813,9606,Pancreas,0.029
LMX1A,True,Beta cells,Endoderm,True,0.0,0.000630915,True,0.0,0.0034099,9606,Pancreas,0.003
LMX1A,True,Enterochromaffin cells,Endoderm,True,0.0,0.000626566,True,0.0,0.00340071,9606,GI tract,0.003
PAX4,True,Beta cells,Endoderm,True,0.0,0.0,True,0.0,0.0010294,9606,Pancreas,0.001
PAX4,True,Delta cells,Endoderm,True,0.0,0.0,True,0.0,0.00102729,9606,Pancreas,0.001
IAPP,True,Enteroendocrine cells,Endoderm,True,0.947368,0.0365585,True,0.848485,0.01884,9606,GI tract,0.023
IAPP,True,Beta cells,Endoderm,True,1.0,0.0353312,True,1.0,0.0179502,9606,Pancreas,0.023
IAPP,True,Delta cells,Endoderm,True,0.75,0.040201,True,1.0,0.0199679,9606,Pancreas,0.023
G6PC2,True,Beta cells,Endoderm,True,0.863636,0.00536278,True,0.785714,0.000128675,9606,Pancreas,0.004
GJD2,True,Beta cells,Endoderm,True,0.590909,0.00189274,True,0.452381,0.00379592,9606,Pancreas,0.005
GJD2,True,Chromaffin cells,Mesoderm,True,0.0,0.00595238,True,0.0,0.00500481,9606,Adrenal glands,0.005
IGF2,True,Leydig cells,Mesoderm,True,0.0,0.046395,True,0.0,0.000898934,9606,Reproductive,0.013
IGF2,True,Myoblasts,Mesoderm,True,0.0,0.0463659,True,0.0714286,0.000834885,9606,Skeletal muscle,0.013
IGF2,True,Chondrocytes,Mesoderm,True,0.0,0.0463659,True,0.0,0.000900032,9606,Connective tissue,0.013
IGF2,True,Chromaffin cells,Mesoderm,True,0.0,0.0463659,True,0.0,0.0008983,9606,Adrenal glands,0.013
IGF2,True,Beta cells,Endoderm,True,0.0454545,0.0463722,True,0.0,0.000900727,9606,Pancreas,0.013
SYT13,True,Beta cells,Endoderm,True,0.590909,0.00283912,True,0.0,0.0,9606,Pancreas,0.029
NPTX2,True,Delta cells,Endoderm,True,0.0,0.0182161,True,0.0,0.00686998,9606,Pancreas,0.008
NPTX2,True,Beta cells,Endoderm,True,0.818182,0.0126183,True,0.0,0.00688413,9606,Pancreas,0.008
PFKFB2,True,Beta cells,Endoderm,True,0.272727,0.00315457,True,0.0714286,0.000193013,9606,Pancreas,0.001
EDARADD,True,Beta cells,Endoderm,True,0.0454545,0.0022082,True,0.0,0.000900727,9606,Pancreas,0.001
ADCYAP1,True,Beta cells,Endoderm,True,0.772727,0.000946372,True,0.0,0.00257351,9606,Pancreas,0.003
CASR,True,Osteoclasts,Mesoderm,True,0.0,0.00219298,True,0.0,0.00051338,9606,Bone,0.001
CASR,True,Parathyroid chief cells,Endoderm,True,0.0,0.00219298,True,0.333333,0.000449236,9606,Parathyroid glands,0.001
CASR,True,Delta cells,Endoderm,True,0.0,0.00219849,True,0.1,0.000449438,9606,Pancreas,0.001
CASR,True,Beta cells,Endoderm,True,0.272727,0.000315457,True,0.0952381,0.000257351,9606,Pancreas,0.001
ISL1,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.0134712,True,0.0,0.0313763,9606,Heart,0.028
ISL1,True,Gamma (PP) cells,Endoderm,True,0.428571,0.0125589,True,0.0,0.0313763,9606,Pancreas,0.028
ISL1,True,Interneurons,Ectoderm,True,0.0,0.0134712,True,0.0588235,0.031043,9606,Brain,0.028
ISL1,True,Beta cells,Endoderm,True,0.681818,0.00883281,True,0.738095,0.0294666,9606,Pancreas,0.028
ISL1,True,Neuroblasts,Ectoderm,True,0.0,0.0134712,True,0.0,0.0313783,9606,Brain,0.028
ISL1,True,Neurons,Ectoderm,True,0.0,0.0135093,True,0.0610433,0.029556,9606,Brain,0.028
ISL1,True,Motor neurons,Ectoderm,True,0.0,0.0134712,True,0.0,0.0313763,9606,Brain,0.028
ISL1,True,Enteroendocrine cells,Endoderm,True,0.105263,0.0129215,True,0.424242,0.0305427,9606,GI tract,0.028
ISL1,True,Delta cells,Endoderm,True,1.0,0.0109925,True,1.0,0.0307544,9606,Pancreas,0.028
ISL1,True,Retinal ganglion cells,Ectoderm,True,0.0,0.0134754,True,0.630435,0.0296029,9606,Brain,0.028
TGFBR3,True,Beta cells,Endoderm,True,0.0,0.0164038,True,0.0,0.0,9606,Pancreas,0.019
SMAD9,True,Beta cells,Endoderm,True,0.0,0.00851735,True,0.0,0.0,9606,Pancreas,0.002
SMAD9,True,Embryonic stem cells,Epiblast,True,0.0,0.00845865,True,0.0,0.0,9606,Zygote,0.002
SIX3,True,Ependymal cells,Ectoderm,True,0.0,0.00313873,True,0.0,0.0,9606,Brain,0.014
SIX3,True,Beta cells,Endoderm,True,0.0454545,0.00283912,True,0.0,0.0,9606,Pancreas,0.014
SIX2,True,Beta cells,Endoderm,True,0.0,0.00189274,True,0.0,0.0,9606,Pancreas,0.001
BMP5,True,Beta cells,Endoderm,True,0.0909091,0.00599369,True,0.0,0.000772052,9606,Pancreas,0.002
BMP5,True,Stromal cells,Mesoderm,True,0.0,0.00657895,True,0.0,0.000770218,9606,Connective tissue,0.002
PIR,True,Beta cells,Endoderm,True,0.0,0.0160883,True,0.0,0.00920028,9606,Pancreas,0.011
STXBP5,True,Beta cells,Endoderm,True,0.0,0.00283912,True,0.0,0.0,9606,Pancreas,0.004
DLK1,True,Chondrocytes,Mesoderm,True,0.0,0.0460526,True,0.533333,0.0570878,9606,Connective tissue,0.055
DLK1,True,Hepatoblasts,Endoderm,True,0.0,0.0460526,True,0.0,0.0580045,9606,Liver,0.055
DLK1,True,Pericytes,Mesoderm,True,0.0,0.0461538,True,0.623967,0.0490778,9606,Vasculature,0.055
DLK1,True,Leydig cells,Mesoderm,True,0.0,0.0460815,True,0.272727,0.0578528,9606,Reproductive,0.055
DLK1,True,Beta cells,Endoderm,True,0.681818,0.0416404,True,0.333333,0.0572605,9606,Pancreas,0.055
Q8CCV7,True,Hepatic stellate cells,Endoderm,True,0.5,0.115047,True,0.0,0.33498,10090,Liver,0.288
Q8CCV7,True,Beta cells,Endoderm,True,0.909091,0.109779,True,0.833333,0.333591,10090,Pancreas,0.288
Q8CCV7,True,Neurons,Ectoderm,True,0.666667,0.113729,True,0.99889,0.294198,10090,Brain,0.288
RGS16,True,Beta cells,Endoderm,True,0.136364,0.0195584,True,0.0,0.0,9606,Pancreas,0.01
RGS16,True,Pancreatic progenitor cells,Endoderm,True,0.0,0.0203634,True,0.0,0.0,9606,Pancreas,0.01
RELN,True,Cajal-Retzius cells,Ectoderm,True,0.0,0.00344612,True,0.0,0.0,9606,Brain,0.018
RELN,True,Interneurons,Ectoderm,True,0.0,0.00344612,True,0.0,0.0,9606,Brain,0.018
DIABLO,True,Plasma cells,Mesoderm,True,0.0,0.0,True,0.0,0.0329825,9606,Immune system,0.026
SMOC2,True,Crypt cells,Endoderm,True,0.0,0.0178571,True,0.0,0.0,9606,GI tract,0.026
SMOC2,True,Leydig cells,Mesoderm,True,1.0,0.0172414,True,0.0,0.0,9606,Reproductive,0.026
DYNC1I1,True,Neurons,Ectoderm,True,0.777778,0.000314169,True,0.167592,0.0183193,9606,Brain,0.022
TMEM163,True,Oligodendrocytes,Ectoderm,True,0.0,0.000632111,True,0.0,0.0,9606,Brain,0.027
CACNA2D2,True,Neurons,Ectoderm,True,0.0,0.00125668,True,0.301887,0.0179107,9606,Brain,0.027
CACNA2D2,True,Tanycytes,Ectoderm,True,0.0,0.00125313,True,0.047619,0.0343099,9606,Brain,0.027
NDNF,True,Interneurons,Ectoderm,True,0.0,0.00626566,True,0.0374332,0.0203273,9606,Brain,0.017
EBF3,True,Cajal-Retzius cells,Ectoderm,True,0.0,0.000626566,True,0.308989,0.0118777,9606,Brain,0.012
FUT9,True,Immature neurons,Ectoderm,True,0.0,0.0018797,True,1.0,0.0479979,9606,Brain,0.039
FUT9,True,Proximal tubule cells,Mesoderm,True,0.0,0.00188029,True,0.814286,0.044602,9606,Kidney,0.039
DACH1,True,Podocytes,Mesoderm,True,0.909091,0.0214511,True,0.222222,0.0109205,9606,Kidney,0.013
DNM3,True,Mast cells,Mesoderm,True,0.0,0.0031407,True,0.0,0.0537724,9606,Immune system,0.043
SLC17A6,True,Neurons,Ectoderm,True,0.0,0.000314169,True,0.0,0.0,9606,Brain,0.016
SLC17A6,True,Glutaminergic neurons,Ectoderm,True,0.0,0.000313283,True,0.0,0.0,9606,Brain,0.016
SLC17A6,True,Retinal ganglion cells,Ectoderm,True,1.0,0.0,True,0.0,0.0,9606,Brain,0.016
ACHE,True,Mast cells,Mesoderm,True,0.0,0.00471106,True,0.0,0.0196179,9606,Immune system,0.016
ACHE,True,Megakaryocytes,Mesoderm,True,0.0,0.00469925,True,0.0,0.0195701,9606,Immune system,0.016
ACHE,True,Myoblasts,Mesoderm,True,0.0,0.00469925,True,0.0,0.0195877,9606,Skeletal muscle,0.016
ACHE,True,Langerhans cells,Mesoderm,True,0.0,0.00476493,True,0.0,0.0195701,9606,Skin,0.016
ACHE,True,Cholinergic neurons,Ectoderm,True,0.0,0.00469925,True,0.0,0.0195701,9606,Brain,0.016
CCM2,True,Pyramidal cells,Ectoderm,True,0.0,0.0435464,True,0.0,0.0505647,9606,Brain,0.052
LHX1,True,Interneurons,Ectoderm,True,0.0,0.00657895,True,0.0,0.0127289,9606,Brain,0.011
CDH4,True,Radial glia cells,Ectoderm,True,0.0,0.000313283,True,1.0,0.0201527,9606,Brain,0.017
SMAD1,True,Embryonic stem cells,Epiblast,True,0.0,0.0153509,True,0.0,0.0,9606,Zygote,0.036
TBR1,True,Immature neurons,Ectoderm,True,0.0,0.00125313,True,0.0,0.0,9606,Brain,0.018
LHX5,True,Interneurons,Ectoderm,True,0.0,0.00219298,True,0.0,0.0122094,9606,Brain,0.01
CALB2,True,Neurons,Ectoderm,True,0.0,0.00282752,True,0.139845,0.0311904,9606,Brain,0.03
CALB2,True,Cajal-Retzius cells,Ectoderm,True,0.0,0.00281955,True,0.882023,0.0277147,9606,Brain,0.03
CALB2,True,Interneurons,Ectoderm,True,0.0,0.00281955,True,0.117647,0.0364982,9606,Brain,0.03
EMX2,True,Radial glia cells,Ectoderm,True,0.0,0.0112782,True,0.25,0.0315769,9606,Brain,0.027
EOMES,True,Cajal-Retzius cells,Ectoderm,True,0.0,0.00219298,True,0.00561798,0.0263517,9606,Brain,0.021
EOMES,True,Neuroblasts,Ectoderm,True,0.0,0.00219298,True,0.0,0.0261165,9606,Brain,0.021
EOMES,True,Neural stem/precursor cells,Ectoderm,True,0.0,0.00219298,True,0.0,0.0261602,9606,Brain,0.021
CNR1,True,Cajal-Retzius cells,Ectoderm,True,0.0,0.00250627,True,0.140449,0.0806127,9606,Brain,0.065
CNR1,True,Neuroblasts,Ectoderm,True,0.0,0.00250627,True,0.0,0.0813013,9606,Brain,0.065
HAR1A,True,Cajal-Retzius cells,Ectoderm,True,0.0,0.0,False,0.0,0.0,10090,Brain,0.0
MYH6,True,Cardiomyocytes,Mesoderm,True,0.0,0.0,True,0.883333,6.44122e-05,9606,Heart,0.003
MYH6,True,Smooth muscle cells,Mesoderm,True,0.0,0.0,True,0.0,0.00349198,9606,Smooth muscle,0.003
TBX18,True,Pericytes,Mesoderm,True,0.0,0.000313972,True,0.0,0.0,9606,Vasculature,0.004
TBX18,True,Mesangial cells,Mesoderm,True,0.0,0.00031348,True,0.0,0.0,9606,Kidney,0.004
FUT4,True,Monocytes,Mesoderm,True,0.0,0.0,True,0.0,0.000705943,9606,Immune system,0.001
FUT4,True,Eosinophils,Mesoderm,True,0.0,0.0,True,0.0,0.000705852,9606,Immune system,0.001
FUT4,True,Neutrophils,Mesoderm,True,0.0,0.0,True,0.0,0.00071933,9606,Immune system,0.001
FUT4,True,Macrophages,Mesoderm,True,0.0,0.0,True,0.0,0.00072896,9606,Immune system,0.001
FUT4,True,Embryonic stem cells,Epiblast,True,0.0,0.0,True,0.0,0.000706305,9606,Zygote,0.001
KITLG,True,Embryonic stem cells,Epiblast,True,0.0,0.00626566,False,0.0,0.0,9606,Zygote,0.001
KITLG,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.00626566,False,0.0,0.0,9606,Bone,0.001
KITLG,True,Sertoli cells,Mesoderm,True,0.0,0.00626566,False,0.0,0.0,9606,Reproductive,0.001
NKX2-5,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.000313283,True,0.0,0.00166827,9606,Heart,0.003
GATA4,True,Cardiomyocytes,Mesoderm,True,0.0,0.00469925,True,0.05,0.00779388,9606,Heart,0.008
GATA4,True,Sertoli cells,Mesoderm,True,0.0,0.00469925,True,0.710526,0.00623915,9606,Reproductive,0.008
GATA4,True,Enterocytes,Endoderm,True,0.0,0.0047081,True,0.0231788,0.00765557,9606,GI tract,0.008
KIT,True,Mast cells,Mesoderm,True,0.625,0.000942211,True,0.921053,0.0163376,9606,Immune system,0.015
KIT,True,NK cells,Mesoderm,True,0.0,0.00256575,True,0.0,0.018656,9606,Immune system,0.015
KIT,True,Erythroid-like and erythroid precursor cells,Mesoderm,True,0.0,0.00264813,True,0.0421941,0.0181783,9606,Blood,0.015
KIT,True,Erythroblasts,Mesoderm,True,0.0,0.00250627,True,0.0,0.0185435,9606,Blood,0.015
KIT,True,Embryonic stem cells,Epiblast,True,0.0,0.00250627,True,0.909091,0.0179145,9606,Zygote,0.015
KIT,True,Dendritic cells,Mesoderm,True,0.0,0.00262726,True,0.0714286,0.0184006,9606,Immune system,0.015
KIT,True,Müller cells,Ectoderm,True,0.0,0.00250627,True,0.0,0.0185661,9606,Eye,0.015
KIT,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.00250627,True,0.71875,0.0171028,9606,Bone,0.015
ABCG2,True,Endothelial cells,Mesoderm,True,0.0384615,0.00356218,True,0.598958,0.0180873,9606,Vasculature,0.038
ABCG2,True,Enterocytes,Endoderm,True,0.5,0.00376648,True,0.10596,0.0455408,9606,GI tract,0.038
ABCG2,True,Hematopoietic stem cells,Mesoderm,True,0.0,0.00469925,True,0.0625,0.0466791,9606,Bone,0.038
MESP1,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.00689223,True,0.0,0.00494065,9606,Heart,0.005
ADGRL2,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.00407268,True,0.0,0.025409,9606,Heart,0.021
ADGRL2,True,Interneurons,Ectoderm,True,0.0,0.00407268,True,0.0213904,0.0254579,9606,Brain,0.021
TBX3,True,Myoblasts,Mesoderm,True,0.0,0.0303885,True,0.0,0.0,9606,Skeletal muscle,0.024
TBX3,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.0303885,True,0.0,0.0,9606,Heart,0.024
TBX4,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.0,True,0.0,0.0,9606,Heart,0.0
WNT5A,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.00814536,True,0.0,0.0,9606,Heart,0.015
WNT5A,True,Luminal epithelial cells,Ectoderm,True,0.0,0.00818382,True,0.0,0.0,9606,Mammary gland,0.015
WNT5A,True,Osteoblasts,Mesoderm,True,0.0,0.00814536,True,0.0,0.0,9606,Bone,0.015
ANKRD1,True,Smooth muscle cells,Mesoderm,True,0.0,0.00788395,True,0.0,0.00666063,9606,Smooth muscle,0.007
ANKRD1,True,Cardiac stem and precursor cells,Mesoderm,True,0.0,0.00783208,True,0.0,0.00660892,9606,Heart,0.007
ANKRD1,True,Cardiomyocytes,Mesoderm,True,0.0,0.00783208,True,0.8,0.00354267,9606,Heart,0.007
TNNC1,True,Cardiomyocytes,Mesoderm,True,0.0,0.00093985,True,0.0,0.0,9606,Heart,0.005
ADM,True,Podocytes,Mesoderm,True,0.272727,0.0621451,True,0.444444,0.0172159,9606,Kidney,0.026
ADM,True,Cardiomyocytes,Mesoderm,True,0.0,0.0635965,True,0.0,0.0177778,9606,Heart,0.026
ADM,True,Tanycytes,Ectoderm,True,0.0,0.0635965,True,0.0,0.0177332,9606,Brain,0.026
ADM,True,Enterochromaffin cells,Endoderm,True,0.0,0.0635965,True,0.0,0.0177093,9606,GI tract,0.026
NPPA,True,Cardiomyocytes,Mesoderm,True,0.0,0.0,True,0.0833333,0.0,9606,Heart,0.0
FGF2,True,Fibroblasts,Mesoderm,True,0.171171,0.0123337,True,0.00904977,0.000726408,9606,Connective tissue,0.004
FGF2,True,Cardiomyocytes,Mesoderm,True,0.0,0.0178571,True,0.0,0.000966184,9606,Heart,0.004
NPPB,True,Cardiomyocytes,Mesoderm,True,0.0,0.0018797,True,0.35,0.00109501,9606,Heart,0.003
TNNI3,True,Cardiomyocytes,Mesoderm,True,0.0,0.0106516,True,0.0,0.0,9606,Heart,0.01
TNNT2,True,Cardiomyocytes,Mesoderm,True,0.0,0.0103383,True,0.0,0.0,9606,Heart,0.011
NPPC,True,Cardiomyocytes,Mesoderm,True,0.0,0.000626566,True,0.0,0.00309179,9606,Heart,0.003
DES,True,Sertoli cells,Mesoderm,True,0.0,0.0093985,True,0.0,0.0233486,9606,Reproductive,0.021
DES,True,Pericytes,Mesoderm,True,0.0,0.00941915,True,0.214876,0.0202698,9606,Vasculature,0.021
DES,True,Smooth muscle cells,Mesoderm,True,0.238095,0.00788395,True,0.735537,0.0177186,9606,Smooth muscle,0.021
